,TXS,NODES,FRAC_SPIES,PRECISION,RECALL,KAD_K,ID_LEN
321,20.0,400.0,0.1,0.7058823529411765,0.7058823529411765,20.0,8.0
322,50.0,400.0,0.1,0.7638888888888888,0.7777777777777778,20.0,8.0
323,100.0,400.0,0.1,0.5802469135802469,0.6851851851851852,20.0,8.0
324,1.0,500.0,0.5,1.0,1.0,20.0,8.0
325,5.0,500.0,0.5,1.0,1.0,20.0,8.0
326,10.0,500.0,0.5,1.0,1.0,20.0,8.0
327,20.0,500.0,0.5,1.0,1.0,20.0,8.0
328,50.0,500.0,0.5,0.851063829787234,1.0,20.0,8.0
329,100.0,500.0,0.5,0.7947368421052632,0.9894736842105263,20.0,8.0
330,1.0,500.0,0.3333333333333333,1.0,1.0,20.0,8.0
331,5.0,500.0,0.3333333333333333,1.0,1.0,20.0,8.0
332,10.0,500.0,0.3333333333333333,1.0,1.0,20.0,8.0
333,20.0,500.0,0.3333333333333333,0.8947368421052632,0.8947368421052632,20.0,8.0
334,50.0,500.0,0.3333333333333333,0.9459459459459459,0.972972972972973,20.0,8.0
335,100.0,500.0,0.3333333333333333,0.8333333333333335,1.0,20.0,8.0
336,1.0,500.0,0.25,1.0,1.0,20.0,8.0
337,5.0,500.0,0.25,0.8,0.8,20.0,8.0
338,10.0,500.0,0.25,1.0,1.0,20.0,8.0
339,20.0,500.0,0.25,1.0,1.0,20.0,8.0
340,50.0,500.0,0.25,0.9305555555555556,0.9444444444444444,20.0,8.0
341,100.0,500.0,0.25,0.8076923076923077,0.9230769230769231,20.0,8.0
342,1.0,500.0,0.2,1.0,1.0,20.0,8.0
343,5.0,500.0,0.2,1.0,1.0,20.0,8.0
344,10.0,500.0,0.2,0.9,0.9,20.0,8.0
345,20.0,500.0,0.2,0.7692307692307693,0.7692307692307693,20.0,8.0
346,50.0,500.0,0.2,0.8142857142857143,0.8285714285714286,20.0,8.0
347,100.0,500.0,0.2,0.7923976608187134,0.9122807017543859,20.0,8.0
348,1.0,500.0,0.16666666666666666,1.0,1.0,20.0,8.0
349,5.0,500.0,0.16666666666666666,1.0,1.0,20.0,8.0
350,10.0,500.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,20.0,8.0
351,20.0,500.0,0.16666666666666666,0.8666666666666667,0.8666666666666667,20.0,8.0
352,50.0,500.0,0.16666666666666666,0.890625,0.90625,20.0,8.0
353,100.0,500.0,0.16666666666666666,0.7153846153846154,0.8307692307692308,20.0,8.0
354,1.0,500.0,0.14285714285714285,1.0,1.0,20.0,8.0
355,5.0,500.0,0.14285714285714285,0.75,0.75,20.0,8.0
356,10.0,500.0,0.14285714285714285,0.75,0.75,20.0,8.0
357,20.0,500.0,0.14285714285714285,0.7333333333333333,0.7333333333333333,20.0,8.0
358,50.0,500.0,0.14285714285714285,0.75,0.7777777777777778,20.0,8.0
359,100.0,500.0,0.14285714285714285,0.7196969696969697,0.8181818181818182,20.0,8.0
360,1.0,500.0,0.125,1.0,1.0,20.0,8.0
361,5.0,500.0,0.125,0.25,0.25,20.0,8.0
362,10.0,500.0,0.125,0.875,0.875,20.0,8.0
363,20.0,500.0,0.125,0.6176470588235294,0.6470588235294118,20.0,8.0
364,50.0,500.0,0.125,0.75,0.75,20.0,8.0
365,100.0,500.0,0.125,0.635593220338983,0.6949152542372882,20.0,8.0
366,1.0,500.0,0.1111111111111111,1.0,1.0,20.0,8.0
367,5.0,500.0,0.1111111111111111,0.8,0.8,20.0,8.0
368,10.0,500.0,0.1111111111111111,0.5714285714285714,0.5714285714285714,20.0,8.0
369,20.0,500.0,0.1111111111111111,0.5714285714285714,0.6428571428571429,20.0,8.0
370,50.0,500.0,0.1111111111111111,0.8205128205128205,0.8461538461538461,20.0,8.0
371,100.0,500.0,0.1111111111111111,0.675,0.75,20.0,8.0
372,1.0,500.0,0.1,1.0,1.0,20.0,8.0
373,5.0,500.0,0.1,0.5,0.5,20.0,8.0
374,10.0,500.0,0.1,0.9,0.9,20.0,8.0
375,20.0,500.0,0.1,0.7142857142857143,0.7857142857142857,20.0,8.0
376,50.0,500.0,0.1,0.7096774193548387,0.7096774193548387,20.0,8.0
377,100.0,500.0,0.1,0.5628930817610063,0.6037735849056604,20.0,8.0
378,1.0,600.0,0.5,1.0,1.0,20.0,8.0
379,5.0,600.0,0.5,1.0,1.0,20.0,8.0
380,10.0,600.0,0.5,1.0,1.0,20.0,8.0
381,20.0,600.0,0.5,1.0,1.0,20.0,8.0
382,50.0,600.0,0.5,0.8913043478260869,1.0,20.0,8.0
383,100.0,600.0,0.5,0.9065934065934066,1.0,20.0,8.0
384,1.0,600.0,0.3333333333333333,1.0,1.0,20.0,8.0
385,5.0,600.0,0.3333333333333333,1.0,1.0,20.0,8.0
386,10.0,600.0,0.3333333333333333,1.0,1.0,20.0,8.0
387,20.0,600.0,0.3333333333333333,0.9411764705882353,0.9411764705882353,20.0,8.0
388,50.0,600.0,0.3333333333333333,0.9418604651162791,1.0,20.0,8.0
389,100.0,600.0,0.3333333333333333,0.809375,0.975,20.0,8.0
390,1.0,600.0,0.25,0.0,0.0,20.0,8.0
391,5.0,600.0,0.25,1.0,1.0,20.0,8.0
392,10.0,600.0,0.25,0.9,0.9,20.0,8.0
393,20.0,600.0,0.25,0.8235294117647058,0.8235294117647058,20.0,8.0
394,50.0,600.0,0.25,0.9210526315789473,0.9736842105263158,20.0,8.0
395,100.0,600.0,0.25,0.8051948051948052,0.922077922077922,20.0,8.0
396,1.0,600.0,0.2,1.0,1.0,20.0,8.0
397,5.0,600.0,0.2,0.8,0.8,20.0,8.0
398,10.0,600.0,0.2,1.0,1.0,20.0,8.0
399,20.0,600.0,0.2,1.0,1.0,20.0,8.0
400,50.0,600.0,0.2,0.9264705882352942,0.9705882352941176,20.0,8.0
401,100.0,600.0,0.2,0.7735042735042736,0.8974358974358975,20.0,8.0
402,1.0,600.0,0.16666666666666666,1.0,1.0,20.0,8.0
403,5.0,600.0,0.16666666666666666,0.8,0.8,20.0,8.0
404,10.0,600.0,0.16666666666666666,0.875,1.0,20.0,8.0
405,20.0,600.0,0.16666666666666666,0.7857142857142857,0.8571428571428571,20.0,8.0
406,50.0,600.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,20.0,8.0
407,100.0,600.0,0.16666666666666666,0.7587064676616916,0.7910447761194029,20.0,8.0
408,1.0,600.0,0.14285714285714285,0.0,0.0,20.0,8.0
409,5.0,600.0,0.14285714285714285,0.5,0.5,20.0,8.0
410,10.0,600.0,0.14285714285714285,0.85,0.9,20.0,8.0
411,20.0,600.0,0.14285714285714285,0.8846153846153846,0.9230769230769231,20.0,8.0
412,50.0,600.0,0.14285714285714285,0.868421052631579,0.8947368421052632,20.0,8.0
413,100.0,600.0,0.14285714285714285,0.78125,0.84375,20.0,8.0
414,1.0,600.0,0.125,1.0,1.0,20.0,8.0
415,5.0,600.0,0.125,0.75,0.75,20.0,8.0
416,10.0,600.0,0.125,0.8,0.8,20.0,8.0
417,20.0,600.0,0.125,0.6470588235294118,0.6470588235294118,20.0,8.0
418,50.0,600.0,0.125,0.7837837837837838,0.8108108108108109,20.0,8.0
419,100.0,600.0,0.125,0.7584541062801933,0.8260869565217391,20.0,8.0
420,1.0,600.0,0.1111111111111111,1.0,1.0,20.0,8.0
421,5.0,600.0,0.1111111111111111,0.4,0.4,20.0,8.0
422,10.0,600.0,0.1111111111111111,0.75,0.75,20.0,8.0
423,20.0,600.0,0.1111111111111111,0.8571428571428571,0.8571428571428571,20.0,8.0
424,50.0,600.0,0.1111111111111111,0.625,0.65625,20.0,8.0
425,100.0,600.0,0.1111111111111111,0.6666666666666666,0.7222222222222222,20.0,8.0
426,1.0,600.0,0.1,1.0,1.0,20.0,8.0
427,5.0,600.0,0.1,0.8,0.8,20.0,8.0
428,10.0,600.0,0.1,0.5,0.5,20.0,8.0
429,20.0,600.0,0.1,0.6,0.6,20.0,8.0
430,50.0,600.0,0.1,0.6666666666666666,0.696969696969697,20.0,8.0
431,100.0,600.0,0.1,0.61,0.68,20.0,8.0
432,1.0,700.0,0.5,1.0,1.0,20.0,8.0
433,5.0,700.0,0.5,1.0,1.0,20.0,8.0
434,10.0,700.0,0.5,1.0,1.0,20.0,8.0
435,20.0,700.0,0.5,0.9411764705882353,1.0,20.0,8.0
436,50.0,700.0,0.5,0.975,1.0,20.0,8.0
437,100.0,700.0,0.5,0.8234126984126983,1.0,20.0,8.0
438,1.0,700.0,0.3333333333333333,1.0,1.0,20.0,8.0
439,5.0,700.0,0.3333333333333333,1.0,1.0,20.0,8.0
440,10.0,700.0,0.3333333333333333,1.0,1.0,20.0,8.0
441,20.0,700.0,0.3333333333333333,0.95,0.95,20.0,8.0
442,50.0,700.0,0.3333333333333333,0.9210526315789473,0.9736842105263158,20.0,8.0
443,100.0,700.0,0.3333333333333333,0.9117647058823529,1.0,20.0,8.0
444,1.0,700.0,0.25,1.0,1.0,20.0,8.0
445,5.0,700.0,0.25,0.8,0.8,20.0,8.0
446,10.0,700.0,0.25,1.0,1.0,20.0,8.0
447,20.0,700.0,0.25,0.9411764705882353,0.9411764705882353,20.0,8.0
448,50.0,700.0,0.25,0.9,0.925,20.0,8.0
449,100.0,700.0,0.25,0.7547619047619049,0.9,20.0,8.0
450,1.0,700.0,0.2,1.0,1.0,20.0,8.0
451,5.0,700.0,0.2,1.0,1.0,20.0,8.0
452,10.0,700.0,0.2,0.8888888888888888,0.8888888888888888,20.0,8.0
453,20.0,700.0,0.2,0.9230769230769231,0.9230769230769231,20.0,8.0
454,50.0,700.0,0.2,0.8714285714285714,0.8857142857142857,20.0,8.0
455,100.0,700.0,0.2,0.8943661971830986,0.9436619718309859,20.0,8.0
456,1.0,700.0,0.16666666666666666,1.0,1.0,20.0,8.0
457,5.0,700.0,0.16666666666666666,0.6,0.6,20.0,8.0
458,10.0,700.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,20.0,8.0
459,20.0,700.0,0.16666666666666666,0.8571428571428571,0.8571428571428571,20.0,8.0
460,50.0,700.0,0.16666666666666666,0.8055555555555556,0.8333333333333334,20.0,8.0
461,100.0,700.0,0.16666666666666666,0.8142857142857143,0.8857142857142857,20.0,8.0
462,1.0,700.0,0.14285714285714285,1.0,1.0,20.0,8.0
463,5.0,700.0,0.14285714285714285,1.0,1.0,20.0,8.0
464,10.0,700.0,0.14285714285714285,1.0,1.0,20.0,8.0
465,20.0,700.0,0.14285714285714285,0.7058823529411765,0.7058823529411765,20.0,8.0
466,50.0,700.0,0.14285714285714285,0.7575757575757576,0.7878787878787878,20.0,8.0
467,100.0,700.0,0.14285714285714285,0.6818181818181818,0.7727272727272727,20.0,8.0
468,1.0,700.0,0.125,1.0,1.0,20.0,8.0
469,5.0,700.0,0.125,1.0,1.0,20.0,8.0
470,10.0,700.0,0.125,0.7,0.7,20.0,8.0
471,20.0,700.0,0.125,0.9230769230769231,0.9230769230769231,20.0,8.0
472,50.0,700.0,0.125,0.7096774193548387,0.7419354838709677,20.0,8.0
473,100.0,700.0,0.125,0.8090909090909091,0.8545454545454545,20.0,8.0
474,1.0,700.0,0.1111111111111111,1.0,1.0,20.0,8.0
475,5.0,700.0,0.1111111111111111,0.8,0.8,20.0,8.0
476,10.0,700.0,0.1111111111111111,0.9,0.9,20.0,8.0
477,20.0,700.0,0.1111111111111111,0.6666666666666666,0.6666666666666666,20.0,8.0
478,50.0,700.0,0.1111111111111111,0.6,0.6285714285714286,20.0,8.0
479,100.0,700.0,0.1111111111111111,0.5967741935483871,0.6612903225806451,20.0,8.0
480,1.0,700.0,0.1,1.0,1.0,20.0,8.0
481,5.0,700.0,0.1,1.0,1.0,20.0,8.0
482,10.0,700.0,0.1,0.6666666666666666,0.6666666666666666,20.0,8.0
483,20.0,700.0,0.1,0.6923076923076923,0.6923076923076923,20.0,8.0
484,50.0,700.0,0.1,0.6470588235294118,0.6764705882352942,20.0,8.0
485,100.0,700.0,0.1,0.7352941176470589,0.7794117647058824,20.0,8.0
486,1.0,800.0,0.5,1.0,1.0,20.0,8.0
487,5.0,800.0,0.5,1.0,1.0,20.0,8.0
488,10.0,800.0,0.5,1.0,1.0,20.0,8.0
489,20.0,800.0,0.5,1.0,1.0,20.0,8.0
490,50.0,800.0,0.5,0.9583333333333334,1.0,20.0,8.0
491,100.0,800.0,0.5,0.8614232209737827,1.0,20.0,8.0
492,1.0,800.0,0.3333333333333333,1.0,1.0,20.0,8.0
493,5.0,800.0,0.3333333333333333,1.0,1.0,20.0,8.0
494,10.0,800.0,0.3333333333333333,1.0,1.0,20.0,8.0
495,20.0,800.0,0.3333333333333333,1.0,1.0,20.0,8.0
496,50.0,800.0,0.3333333333333333,0.9767441860465116,0.9767441860465116,20.0,8.0
497,100.0,800.0,0.3333333333333333,0.95,0.9714285714285714,20.0,8.0
498,1.0,800.0,0.25,1.0,1.0,20.0,8.0
499,5.0,800.0,0.25,1.0,1.0,20.0,8.0
500,10.0,800.0,0.25,0.8888888888888888,0.8888888888888888,20.0,8.0
501,20.0,800.0,0.25,0.9,0.9333333333333333,20.0,8.0
502,50.0,800.0,0.25,0.9390243902439024,0.975609756097561,20.0,8.0
503,100.0,800.0,0.25,0.910958904109589,0.9726027397260274,20.0,8.0
504,1.0,800.0,0.2,1.0,1.0,20.0,8.0
505,5.0,800.0,0.2,1.0,1.0,20.0,8.0
506,10.0,800.0,0.2,1.0,1.0,20.0,8.0
507,20.0,800.0,0.2,1.0,1.0,20.0,8.0
508,50.0,800.0,0.2,0.7631578947368421,0.8157894736842105,20.0,8.0
509,100.0,800.0,0.2,0.8308823529411765,0.9117647058823529,20.0,8.0
510,1.0,800.0,0.16666666666666666,1.0,1.0,20.0,8.0
511,5.0,800.0,0.16666666666666666,0.75,0.75,20.0,8.0
512,10.0,800.0,0.16666666666666666,0.7142857142857143,0.7142857142857143,20.0,8.0
513,20.0,800.0,0.16666666666666666,0.9333333333333333,0.9333333333333333,20.0,8.0
514,50.0,800.0,0.16666666666666666,0.8064516129032258,0.8064516129032258,20.0,8.0
515,100.0,800.0,0.16666666666666666,0.7704918032786885,0.8688524590163934,20.0,8.0
516,1.0,800.0,0.14285714285714285,0.0,0.0,20.0,8.0
517,5.0,800.0,0.14285714285714285,0.8,0.8,20.0,8.0
518,10.0,800.0,0.14285714285714285,0.7777777777777778,0.7777777777777778,20.0,8.0
519,20.0,800.0,0.14285714285714285,1.0,1.0,20.0,8.0
520,50.0,800.0,0.14285714285714285,0.7205882352941176,0.7352941176470589,20.0,8.0
521,100.0,800.0,0.14285714285714285,0.75,0.803030303030303,20.0,8.0
522,1.0,800.0,0.125,1.0,1.0,20.0,8.0
523,5.0,800.0,0.125,0.2,0.2,20.0,8.0
524,10.0,800.0,0.125,0.75,0.75,20.0,8.0
525,20.0,800.0,0.125,0.875,0.875,20.0,8.0
526,50.0,800.0,0.125,0.7916666666666666,0.8055555555555556,20.0,8.0
527,100.0,800.0,0.125,0.7758620689655172,0.8103448275862069,20.0,8.0
528,1.0,800.0,0.1111111111111111,1.0,1.0,20.0,8.0
529,5.0,800.0,0.1111111111111111,0.6,0.6,20.0,8.0
530,10.0,800.0,0.1111111111111111,0.6875,0.75,20.0,8.0
531,20.0,800.0,0.1111111111111111,0.8823529411764706,0.8823529411764706,20.0,8.0
532,50.0,800.0,0.1111111111111111,0.6363636363636364,0.6666666666666666,20.0,8.0
533,100.0,800.0,0.1111111111111111,0.7615384615384615,0.8307692307692308,20.0,8.0
534,1.0,800.0,0.1,1.0,1.0,20.0,8.0
535,5.0,800.0,0.1,0.25,0.25,20.0,8.0
536,10.0,800.0,0.1,0.6666666666666666,0.6666666666666666,20.0,8.0
537,20.0,800.0,0.1,0.5588235294117647,0.6470588235294118,20.0,8.0
538,50.0,800.0,0.1,0.7142857142857143,0.7428571428571429,20.0,8.0
539,100.0,800.0,0.1,0.7028985507246377,0.782608695652174,20.0,8.0
540,1.0,900.0,0.5,1.0,1.0,20.0,8.0
541,5.0,900.0,0.5,1.0,1.0,20.0,8.0
542,10.0,900.0,0.5,1.0,1.0,20.0,8.0
543,20.0,900.0,0.5,0.95,1.0,20.0,8.0
544,50.0,900.0,0.5,0.8409090909090909,1.0,20.0,8.0
545,100.0,900.0,0.5,0.9125,1.0,20.0,8.0
546,1.0,900.0,0.3333333333333333,1.0,1.0,20.0,8.0
547,5.0,900.0,0.3333333333333333,1.0,1.0,20.0,8.0
548,10.0,900.0,0.3333333333333333,1.0,1.0,20.0,8.0
549,20.0,900.0,0.3333333333333333,1.0,1.0,20.0,8.0
550,50.0,900.0,0.3333333333333333,0.926829268292683,0.9512195121951219,20.0,8.0
551,100.0,900.0,0.3333333333333333,0.94375,0.9875,20.0,8.0
552,1.0,900.0,0.25,1.0,1.0,20.0,8.0
553,5.0,900.0,0.25,1.0,1.0,20.0,8.0
554,10.0,900.0,0.25,0.875,0.875,20.0,8.0
555,20.0,900.0,0.25,0.9411764705882353,0.9411764705882353,20.0,8.0
556,50.0,900.0,0.25,0.890625,1.0,20.0,8.0
557,100.0,900.0,0.25,0.8888888888888888,0.9305555555555556,20.0,8.0
558,1.0,900.0,0.2,1.0,1.0,20.0,8.0
559,5.0,900.0,0.2,1.0,1.0,20.0,8.0
560,10.0,900.0,0.2,1.0,1.0,20.0,8.0
561,20.0,900.0,0.2,0.875,0.875,20.0,8.0
562,50.0,900.0,0.2,0.868421052631579,0.868421052631579,20.0,8.0
563,100.0,900.0,0.2,0.9253731343283582,0.9552238805970149,20.0,8.0
564,1.0,900.0,0.16666666666666666,0.0,0.0,20.0,8.0
565,5.0,900.0,0.16666666666666666,1.0,1.0,20.0,8.0
566,10.0,900.0,0.16666666666666666,0.7,0.7,20.0,8.0
567,20.0,900.0,0.16666666666666666,0.9,0.9,20.0,8.0
568,50.0,900.0,0.16666666666666666,0.8513513513513513,0.918918918918919,20.0,8.0
569,100.0,900.0,0.16666666666666666,0.8506493506493507,0.8961038961038961,20.0,8.0
570,1.0,900.0,0.14285714285714285,1.0,1.0,20.0,8.0
571,5.0,900.0,0.14285714285714285,1.0,1.0,20.0,8.0
572,10.0,900.0,0.14285714285714285,0.4444444444444444,0.4444444444444444,20.0,8.0
573,20.0,900.0,0.14285714285714285,0.8125,0.8125,20.0,8.0
574,50.0,900.0,0.14285714285714285,0.765625,0.78125,20.0,8.0
575,100.0,900.0,0.14285714285714285,0.8489583333333334,0.875,20.0,8.0
576,1.0,900.0,0.125,0.0,0.0,20.0,8.0
577,5.0,900.0,0.125,1.0,1.0,20.0,8.0
578,10.0,900.0,0.125,0.75,0.75,20.0,8.0
579,20.0,900.0,0.125,0.75,0.75,20.0,8.0
580,50.0,900.0,0.125,0.6714285714285714,0.6857142857142857,20.0,8.0
581,100.0,900.0,0.125,0.7464788732394366,0.7746478873239436,20.0,8.0
582,1.0,900.0,0.1111111111111111,0.0,0.0,20.0,8.0
583,5.0,900.0,0.1111111111111111,0.5,0.5,20.0,8.0
584,10.0,900.0,0.1111111111111111,0.5714285714285714,0.5714285714285714,20.0,8.0
585,20.0,900.0,0.1111111111111111,0.9230769230769231,0.9230769230769231,20.0,8.0
586,50.0,900.0,0.1111111111111111,0.8157894736842105,0.8157894736842105,20.0,8.0
587,100.0,900.0,0.1111111111111111,0.7222222222222222,0.7777777777777778,20.0,8.0
588,1.0,900.0,0.1,1.0,1.0,20.0,8.0
589,5.0,900.0,0.1,0.6,0.6,20.0,8.0
590,10.0,900.0,0.1,0.5555555555555556,0.5555555555555556,20.0,8.0
591,20.0,900.0,0.1,0.8125,0.8125,20.0,8.0
592,50.0,900.0,0.1,0.5694444444444444,0.6111111111111112,20.0,8.0
593,100.0,900.0,0.1,0.6397058823529411,0.6764705882352942,20.0,8.0
594,1.0,1000.0,0.5,1.0,1.0,20.0,8.0
595,5.0,1000.0,0.5,1.0,1.0,20.0,8.0
596,10.0,1000.0,0.5,1.0,1.0,20.0,8.0
597,20.0,1000.0,0.5,1.0,1.0,20.0,8.0
598,50.0,1000.0,0.5,0.9782608695652174,1.0,20.0,8.0
599,100.0,1000.0,0.5,0.927710843373494,1.0,20.0,8.0
600,1.0,1000.0,0.3333333333333333,1.0,1.0,20.0,8.0
601,5.0,1000.0,0.3333333333333333,1.0,1.0,20.0,8.0
602,10.0,1000.0,0.3333333333333333,1.0,1.0,20.0,8.0
603,20.0,1000.0,0.3333333333333333,1.0,1.0,20.0,8.0
604,50.0,1000.0,0.3333333333333333,0.9230769230769231,0.9743589743589743,20.0,8.0
605,100.0,1000.0,0.3333333333333333,0.9,0.9866666666666667,20.0,8.0
606,1.0,1000.0,0.25,1.0,1.0,20.0,8.0
607,5.0,1000.0,0.25,1.0,1.0,20.0,8.0
608,10.0,1000.0,0.25,1.0,1.0,20.0,8.0
609,20.0,1000.0,0.25,0.8888888888888888,0.8888888888888888,20.0,8.0
610,50.0,1000.0,0.25,0.921875,0.9375,20.0,8.0
611,100.0,1000.0,0.25,0.8926940639269407,0.9452054794520548,20.0,8.0
612,1.0,1000.0,0.2,1.0,1.0,20.0,8.0
613,5.0,1000.0,0.2,1.0,1.0,20.0,8.0
614,10.0,1000.0,0.2,1.0,1.0,20.0,8.0
615,20.0,1000.0,0.2,0.8947368421052632,0.8947368421052632,20.0,8.0
616,50.0,1000.0,0.2,0.9390243902439024,0.9512195121951219,20.0,8.0
617,100.0,1000.0,0.2,0.8661971830985915,0.9154929577464789,20.0,8.0
618,1.0,1000.0,0.16666666666666666,1.0,1.0,20.0,8.0
619,5.0,1000.0,0.16666666666666666,1.0,1.0,20.0,8.0
620,10.0,1000.0,0.16666666666666666,0.8888888888888888,0.8888888888888888,20.0,8.0
621,20.0,1000.0,0.16666666666666666,0.8,0.8,20.0,8.0
622,50.0,1000.0,0.16666666666666666,0.9166666666666666,0.9444444444444444,20.0,8.0
623,100.0,1000.0,0.16666666666666666,0.8235294117647058,0.9117647058823529,20.0,8.0
624,1.0,1000.0,0.14285714285714285,1.0,1.0,20.0,8.0
625,5.0,1000.0,0.14285714285714285,1.0,1.0,20.0,8.0
626,10.0,1000.0,0.14285714285714285,0.8888888888888888,0.8888888888888888,20.0,8.0
627,20.0,1000.0,0.14285714285714285,0.8823529411764706,0.8823529411764706,20.0,8.0
628,50.0,1000.0,0.14285714285714285,0.7564102564102564,0.7948717948717948,20.0,8.0
629,100.0,1000.0,0.14285714285714285,0.7571428571428571,0.7714285714285715,20.0,8.0
630,1.0,1000.0,0.125,1.0,1.0,20.0,8.0
631,5.0,1000.0,0.125,1.0,1.0,20.0,8.0
632,10.0,1000.0,0.125,0.6666666666666666,0.6666666666666666,20.0,8.0
633,20.0,1000.0,0.125,0.75,0.7777777777777778,20.0,8.0
634,50.0,1000.0,0.125,0.703125,0.71875,20.0,8.0
635,100.0,1000.0,0.125,0.7196969696969697,0.8181818181818182,20.0,8.0
636,1.0,1000.0,0.1111111111111111,1.0,1.0,20.0,8.0
637,5.0,1000.0,0.1111111111111111,0.6,0.6,20.0,8.0
638,10.0,1000.0,0.1111111111111111,0.4,0.4,20.0,8.0
639,20.0,1000.0,0.1111111111111111,0.7647058823529411,0.7647058823529411,20.0,8.0
640,50.0,1000.0,0.1111111111111111,0.8448275862068966,0.8620689655172413,20.0,8.0
641,100.0,1000.0,0.1111111111111111,0.7711864406779662,0.8135593220338984,20.0,8.0
642,1.0,1000.0,0.1,1.0,1.0,20.0,8.0
643,5.0,1000.0,0.1,0.4,0.4,20.0,8.0
644,10.0,1000.0,0.1,0.5,0.5,20.0,8.0
645,20.0,1000.0,0.1,0.7058823529411765,0.7058823529411765,20.0,8.0
646,50.0,1000.0,0.1,0.8,0.8,20.0,8.0
647,100.0,1000.0,0.1,0.7155172413793104,0.7586206896551724,20.0,8.0
